12.6607761383,1.80492258072,1
7.5041885376,1.86238539219,1
3.33828639984,1.99153292179,3
1.56780338287,2.09440135956,3
12.7775564194,-2.42333745956,2
3.04730796814,-2.09771704674,3
8.43711185455,-2.1816174984,2
1.8290886879,-1.95945525169,3
3.54308700562,-2.01610279083,3
16.9774284363,-2.2582552433,2
17.9901771545,5.63224506378,1
19.6852035522,-1.54029512405,2
16.1212024689,2.19940018654,1
18.0983123779,3.44178771973,1
22.4538860321,1.74122989178,2
21.4856891632,-0.116841420531,2
23.7088451385,4.17470693588,2
23.1427669525,7.88892221451,2
21.6568470001,11.6238164902,2
22.1383419037,18.431060791,2
21.3792991638,14.3847150803,2
17.3485965729,11.0543365479,1
17.0962581635,15.9471693039,1
17.6264972687,20.5210990906,1
18.306558609,23.8678455353,1
16.0553951263,26.2629127502,1
20.0375614166,30.1651077271,2
23.0210266113,22.7153606415,2
11.7192850113,27.2172966003,1
18.7663211823,23.1065635681,1
22.7288970947,27.106590271,2
18.033449173,24.7205066681,1
17.046869278,31.5904712677,2
12.6717939377,31.5388240814,2
7.44007396698,30.4770431519,2
7.39195537567,25.9449253082,1
2.81417942047,28.77684021,2
2.78973650932,24.3933734894,1
-1.54170966148,28.6202888489,2
-2.30714154243,24.2948284149,1
-6.09526872635,29.0947132111,2
-6.96562671661,24.8834609985,1
-12.3534917831,25.8445472717,1
-17.3303813934,28.0242176056,1
-10.8541440964,30.067111969,2
-14.5116968155,31.5962409973,2
-18.3918914795,34.4958305359,2
-21.717010498,30.8320960999,1
-21.971540451,36.5637588501,2
-24.5530338287,39.8018875122,2
-25.8540172577,33.991191864,1
-30.4141845703,42.8659172058,1
-29.0159244537,38.3198547363,1
-26.1247730255,43.7378349304,2
-32.2940597534,48.4913368225,1
-27.712890625,48.8164825439,2
-33.697807312,53.7138824463,1
-29.1458110809,53.887802124,2
-30.0151729584,58.8995094299,2
-34.235206604,58.9426116943,1
-34.4043006897,64.397644043,1
-30.3237133026,64.4231109619,2
-34.5239372253,68.4067459106,1
-30.386133194,67.4636688232,2
-29.638004303,71.0223693848,2
-33.5830764771,72.9630889893,1
-31.9613876343,77.1218032837,1
-27.829706192,76.3867950439,2
-27.1100540161,81.7058334351,2
-31.1737060547,81.0628738403,1
-28.0275592804,85.8277206421,2
-32.2310638428,84.9949798584,1
-33.157875061,89.0527877808,1
-28.9503707886,89.4897155762,2
-29.262052536,93.4206237793,2
-33.7085762024,93.275604248,1
-34.311214447,98.5934448242,1
-30.0232887268,99.3518753052,2
-35.9081039429,103.713127136,1
-31.8263759613,105.112548828,2
-38.641620636,108.485191345,1
-35.1454238892,110.978637695,2
-38.9644775391,115.271728516,2
-42.1758918762,112.335632324,1
-46.5507965088,115.890083313,1
-43.6977615356,119.329841614,2
-49.0810012817,122.104751587,2
-51.0672645569,118.365188599,1
-55.8658866882,124.084144592,2
-56.8258666992,119.782722473,1
-62.9087104797,120.398323059,1
-62.6444168091,124.955276489,2
-69.0454483032,120.388961792,1
-69.2101821899,124.862312317,2
-74.1027145386,119.536590576,1
-75.7242050171,123.825035095,2
-81.8634414673,120.445419312,2
-79.0732574463,116.696937561,1
-83.0003433228,112.219985962,1
-85.0906982422,107.469352722,1
-86.5227203369,114.759689331,2
-89.1817703247,108.647766113,2
-85.7324905396,102.104560852,1
-90.0742874146,102.352127075,2
-89.2670974731,95.7319564819,2
-85.2394180298,96.6798400879,1
-86.6678314209,89.1215896606,2
-82.7233657837,91.3222122192,1
-82.4882507324,83.90574646,2
-78.8238525391,87.035774231,1
-76.0039901733,83.4353942871,1
-79.646522522,80.5331268311,2
-76.5031204224,76.6876983643,2
-72.6275939941,79.0883865356,1
-69.8721847534,74.044921875,1
-74.2534561157,73.181892395,2
-74.511390686,64.5150985718,2
-68.3535919189,68.05493927,1
-68.6734008789,62.8090362549,1
-72.9499511719,68.0693435669,2
-72.9710769653,63.7940711975,2
-70.1959457397,57.3087615967,1
-73.9842453003,59.5811424255,2
-73.0954437256,52.357006073,1
-76.1211471558,55.1121902466,2
-76.3070983887,47.3015403748,1
-79.1005325317,50.252696991,2
-78.7671508789,43.6422843933,1
-82.0597076416,46.5867958069,2
-82.0180587769,39.6972503662,1
-85.3460388184,42.6695823669,2
-88.2529983521,38.5799560547,2
-84.3257446289,36.2702178955,1
-85.5217819214,32.2424583435,1
-90.4284362793,33.0782051086,2
-91.016960144,27.8234767914,2
-86.3377990723,27.5604839325,1
-91.426651001,22.7984333038,2
-85.9093093872,22.8975124359,1
-90.6980743408,15.9927949905,2
-86.1105880737,17.4192504883,1
-88.8745269775,11.298377037,2
-82.0169906616,10.1759853363,1
-84.7204742432,13.4688034058,1
-86.1969528198,6.75668382645,2
-80.3955917358,2.55460786819,2
-83.6610946655,4.37816429138,2
-78.5669708252,7.069688797,1
-77.1151351929,1.31161510944,2
-73.3064117432,0.969284713268,2
-73.7210922241,4.9422044754,1
-68.7140884399,4.82829093933,1
-68.8041915894,0.831673741341,2
-63.7669868469,0.679398238659,2
-63.5358200073,4.69878149033,1
-59.5255088806,0.545940756798,2
-59.6207008362,4.59987688065,1
-53.4813461304,0.352693706751,2
-53.2099876404,4.38766241074,1
-48.2951164246,4.19265270233,1
-48.2578620911,0.209038496017,2
-43.091178894,0.0724380463362,2
-43.1363945007,4.10009717941,1
-38.4905815125,-0.0619942545891,2
-38.3435974121,4.00107908249,1
-32.9542961121,-0.263100594282,2
-33.0048103333,3.81711316109,1
-27.5092468262,3.6241505146,1
-27.6284446716,-0.385225504637,2
-22.8946323395,3.5156724453,1
-21.8722019196,-0.539291858673,2
-17.8456230164,3.40868735313,1
-18.2472362518,-0.594180881977,2
-13.0387363434,-0.80394089222,2
-12.8286294937,3.23749685287,1
-7.70200967789,-0.931757867336,2
-7.6724896431,2.99497413635,1
-2.86274790764,-1.09811592102,2
0.789000749588,-1.2458947897,3
-2.40394973755,2.83526349068,1
2.4189324379,2.75565290451,3
6.56937551498,2.63956594467,1
